highestBiostratigraphicZone	nomenclaturalStatus	associatedTaxa	latestEpochOrHighestSeries	informationWithheld	minimumDistanceAboveSurfaceInMeters	behavior	verbatimLongitude	countryCode	associatedSequences	habitat	islandGroup	nomenclaturalCode	earliestEonOrLowestEonothem	year	taxonID	continent	nameAccordingTo	latestEraOrHighestErathem	eventID	nameAccordingToID	decimalLongitude	identifiedBy	latestEonOrHighestEonothem	catalogNumber	eventRemarks	taxonRank	verbatimDepth	originalNameUsageID	rightsHolder	lowestBiostratigraphicZone	bibliographicCitation	island	associatedMedia	group	endDayOfYear	individualCount	occurrenceRemarks	disposition	collectionID	earliestPeriodOrLowestSystem	county	eventDate	earliestEpochOrLowestSeries	formation	references	language	decimalLatitude	startDayOfYear	fieldNotes	municipality	namePublishedInYear	associatedReferences	georeferenceVerificationStatus	datasetName	locality	identificationID	type	scientificNameID	verbatimLatitude	occurrenceID	verbatimTaxonRank	verbatimSRS	order	georeferenceProtocol	locationAccordingTo	originalNameUsage	geodeticDatum	infraspecificEpithet	establishmentMeans	parentNameUsage	taxonRemarks	footprintSRS	collectionCode	class	family	footprintWKT	georeferenceRemarks	lithostratigraphicTerms	geologicalContextID	dateIdentified	higherGeographyID	pointRadiusSpatialFit	dynamicProperties	verbatimLocality	modified	month	earliestEraOrLowestErathem	samplingProtocol	footprintSpatialFit	namePublishedIn	georeferenceSources	identificationRemarks	taxonConceptID	accessRights	lifeStage	acceptedNameUsage	verbatimEventDate	typeStatus	maximumDepthInMeters	preparations	georeferencedDate	institutionID	verbatimCoordinates	vernacularName	bed	minimumElevationInMeters	maximumElevationInMeters	rights	scientificName	identificationReferences	day	fieldNumber	parentNameUsageID	acceptedNameUsageID	identificationQualifier	dataGeneralizations	sex	previousIdentifications	georeferencedBy	latestPeriodOrHighestSystem	kingdom	basisOfRecord	verbatimCoordinateSystem	waterBody	phylum	ownerInstitutionCode	latestAgeOrHighestStage	occurrenceStatus	higherClassification	institutionCode	recordedBy	datasetID	individualID	samplingEffort	member	scientificNameAuthorship	locationID	higherGeography	genus	associatedOccurrences	verbatimElevation	maximumDistanceAboveSurfaceInMeters	minimumDepthInMeters	stateProvince	taxonomicStatus	specificEpithet	subgenus	coordinatePrecision	eventTime	country	coordinateUncertaintyInMeters	identificationVerificationStatus	otherCatalogNumbers	earliestAgeOrLowestStage	recordNumber	reproductiveCondition	locationRemarks	namePublishedInID
								US				ICZN		1975		North America								7070		subspecies									364	1	UCSB lab stock				Santa Barbara	1975-12-30				en		364							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7070			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 146	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	12									immature					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		30						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1977		North America								7164		species									96	1	Dead on road				Santa Barbara	1977-04-06				en		96							Goleta, Los Carneros Rd., between Hollister and El Colegio Rds.		PhysicalObject			urn:catalog:CCBER:Mammals:7164			Carnivora						native				Mammals	Mammalia	Mustelidae								total length in mm: 445	North America; United States; California; Santa Barbara County; Goleta, Los Carneros Rd., between Hollister and El Colegio Rds.	2013-12-24	4														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Mustela frenata		6						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Mustelidae:Mustela	CCBER	Gray, Pam							North America;United States;California;Santa Barbara County;;;;	Mustela					California		frenata				United States								
								US				ICZN		1977		North America								7165		species									110	1					Santa Barbara	1977-04-20				en		110							Santa Barbara, 1411 La Riata Ln		PhysicalObject			urn:catalog:CCBER:Mammals:7165			Soricomorpha						native				Mammals	Mammalia	Talpidae								total length in mm: 147	North America; United States; California; Santa Barbara County; Santa Barbara, 1411 La Riata Ln	2013-12-24	4														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Scapanus latimanus		20						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Insectivora:Talpidae:Scapanus	CCBER	Kelly, Coleen							North America;United States;California;Santa Barbara County;;;;	Scapanus					California		latimanus				United States								
								US				ICZN		1977		North America								7168		species									131	1					Santa Barbara	1977-05-11				en		131							Hwy. 101 N of Gaviota		PhysicalObject			urn:catalog:CCBER:Mammals:7168			Rodentia						native				Mammals	Mammalia	Sciuridae								total length in mm: 225	North America; United States; California; Santa Barbara County; Hwy. 101 N of Gaviota	2013-12-24	5									immature					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Spermophilus beecheyi		11						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Spermophilus	CCBER	Schroeder, Donald							North America;United States;California;Santa Barbara County;;;;	Spermophilus					California		beecheyi				United States								
								US				ICZN		1977		North America								7170		subspecies									148	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1977-05-28				en		148							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7170			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 162	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	5														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		28						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1977		North America								7171		subspecies									148	1	Collected by UCSB Museum of Zoology; Lab stock from Santa Cruz Island				Santa Barbara	1977-05-28				en		148							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7171			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 161.5	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	5														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		28						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER								North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1977		North America								7173		species									61	1	Died in lab				Santa Barbara	1977-03-02				en		61							Goleta		PhysicalObject			urn:catalog:CCBER:Mammals:7173			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 165.5	North America; United States; California; Santa Barbara County; Goleta	2013-12-24	3														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Microtus californicus		2						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Microtus	CCBER	Blaustein, Andy							North America;United States;California;Santa Barbara County;;;;	Microtus					California		californicus				United States								
								US				ICZN		1977		North America								7177		subspecies									148	1	Collected by UCSB Museum of Zoology; Lab stock from Santa Cruz Island				Santa Barbara	1977-05-28				en		148							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7177			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 165	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	5														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		28						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER								North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1976		North America								7178		species									349	1	Died in captivity on 14 Dec 1976\				Santa Barbara	1976-12-14				en		349							UCSB Campus		PhysicalObject			urn:catalog:CCBER:Mammals:7178			Rodentia						native				Mammals	Mammalia	Cricetidae								total length in mm: 62	North America; United States; California; Santa Barbara County; UCSB Campus	2013-12-24	12									immature					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Microtus californicus		14						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Microtus	CCBER	Blaustein, Andy							North America;United States;California;Santa Barbara County;;;;	Microtus					California		californicus				United States								
								US				ICZN				North America								7216		species										1					Santa Barbara					en									No data		PhysicalObject			urn:catalog:CCBER:Mammals:7216			Rodentia						native				Mammals	Mammalia	Sciuridae								total length in mm: 345	North America; United States; California; Santa Barbara County; No data	2013-12-24										adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Spermophilus beecheyi								female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Spermophilus	CCBER								North America;United States;California;Santa Barbara County;;;;	Spermophilus					California		beecheyi				United States								
								US				ICZN		1977		North America								7221		species									184	1					Ventura	1977-07-03				en		184							San Nicolas Island		PhysicalObject			urn:catalog:CCBER:Mammals:7221			Carnivora						native				Mammals	Mammalia	Canidae									North America; United States; California; Ventura County; San Nicolas Island	2013-12-24	7														skeleton								http://creativecommons.org/publicdomain/zero/1.0/	Urocyon littoralis		3										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Canidae:Urocyon	CCBER	Schroeder, Donald							North America;United States;California;Ventura County;;;;	Urocyon					California		littoralis				United States								
								US				ICZN		1977		North America								7222		species									184	1					Ventura	1977-07-03				en		184							San Nicolas Island		PhysicalObject			urn:catalog:CCBER:Mammals:7222			Carnivora						native				Mammals	Mammalia	Canidae									North America; United States; California; Ventura County; San Nicolas Island	2013-12-24	7														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Urocyon littoralis		3										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Canidae:Urocyon	CCBER	Schroeder, Donald							North America;United States;California;Ventura County;;;;	Urocyon					California		littoralis				United States								
								US				ICZN		1977		North America								7223		subspecies									199	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1977-07-18				en		199							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7223			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 146	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	7									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		18						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1977		North America								7226		subspecies									199	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1977-07-18				en		199							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7226			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 146	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	7									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		18						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN				North America								7227		species										1					Santa Barbara					en									Tucker's Grove		PhysicalObject			urn:catalog:CCBER:Mammals:7227			Chiroptera						native				Mammals	Mammalia	Molossidae								total length in mm: 89	North America; United States; California; Santa Barbara County; Tucker's Grove	2013-12-24										adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Tadarida brasiliensis								male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Chiroptera:Molossidae:Tadarida	CCBER	Balcer, Nelly; Stacker, Ann							North America;United States;California;Santa Barbara County;;;;	Tadarida					California		brasiliensis				United States								
								US				ICZN		1977		North America								7233		subspecies									199	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1977-07-18				en		199							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7233			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 159	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	7									adult					Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		18						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1977		North America								7345		species									242	1					Santa Barbara	1977-08-30				en		242							San Miguel Island		PhysicalObject			urn:catalog:CCBER:Mammals:7345			Carnivora						native				Mammals	Mammalia	Canidae									North America; United States; California; Santa Barbara County; San Miguel Island	2013-12-24	8														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Urocyon littoralis		30										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Canidae:Urocyon	CCBER	Reynales, Ted							North America;United States;California;Santa Barbara County;;;;	Urocyon					California		littoralis				United States								
								US				ICZN		1977		North America								7356		species									282	1					Santa Barbara	1977-10-09				en		282							Goleta, County General Hospital		PhysicalObject			urn:catalog:CCBER:Mammals:7356			Carnivora						native				Mammals	Mammalia	Procyonidae								total length in mm: 680	North America; United States; California; Santa Barbara County; Goleta, County General Hospital	2013-12-24	10									immature					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Procyon lotor		9						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Procyonidae:Procyon	CCBER	Rothstein, Stephen							North America;United States;California;Santa Barbara County;;;;	Procyon					California		lotor				United States								
								US				ICZN		1977		North America								7399		species									252	1					Ventura	1977-09-09				en		252							San Nicolas Island		PhysicalObject			urn:catalog:CCBER:Mammals:7399			Carnivora						native				Mammals	Mammalia	Canidae									North America; United States; California; Ventura County; San Nicolas Island	2013-12-24	9														skeleton								http://creativecommons.org/publicdomain/zero/1.0/	Urocyon littoralis		9										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Canidae:Urocyon	CCBER	Schroeder, Donald							North America;United States;California;Ventura County;;;;	Urocyon					California		littoralis				United States								
								US				ICZN		1969		North America								7403		species									257	1					Imperial	1969-09-14				en		257							Palm Desert		PhysicalObject			urn:catalog:CCBER:Mammals:7403			Chiroptera						native				Mammals	Mammalia	Vespertilionidae								total length in mm: 105	North America; United States; California; Imperial County; Palm Desert	2013-12-24	9														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Lasiurus borealis		14						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Chiroptera:Vespertilionidae:Lasiurus	CCBER	Schroeder, Donald							North America;United States;California;Imperial County;;;;	Lasiurus					California		borealis				United States								
								US				ICZN		1977		North America								7419		subspecies									161	1	Lab stock from Santa Cruz Island; Killed on 10 June 1977				Santa Barbara	1977-06-10				en		161							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7419			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 149	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	6									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		10						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1977		North America								7420		subspecies									229	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1977-08-17				en		229							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7420			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 117	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	8									immature					Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		17						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1974		North America								7430		species									100	1					Los Angeles	1974-04-10				en		100							Rustic Canyon Park		PhysicalObject			urn:catalog:CCBER:Mammals:7430			Chiroptera						native				Mammals	Mammalia	Vespertilionidae								total length in mm: 105	North America; United States; California; Los Angeles County; Rustic Canyon Park	2013-12-24	4														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Lasiurus cinereus		10						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Chiroptera:Vespertilionidae:Lasiurus	CCBER	Freeman, John							North America;United States;California;Los Angeles County;;;;	Lasiurus					California		cinereus				United States								
								US				ICZN		1977		North America								7445		subspecies									199	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1977-07-18				en		199							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7445			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 144	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	7									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		18						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1977		North America								7458		subspecies									211	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1977-07-30				en		211							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7458			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 170	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	7									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		30						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1977		North America								7507		subspecies									148	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1977-05-28				en		148							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7507			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 162	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	5									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		28						female				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1976		North America								7508		subspecies									239	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1976-08-26				en		239							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7508			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 173	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	8									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		26						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1976		North America								7509		subspecies									320	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1976-11-15				en		320							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7509			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 160	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	11									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		15						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1978		North America								7543		subspecies									51	1					Riverside	1978-02-20				en		51							Lucerne Valley, 3 mi. N of town Riverside		PhysicalObject			urn:catalog:CCBER:Mammals:7543			Carnivora					familiaris	native				Mammals	Mammalia	Canidae									North America; United States; California; Riverside County; Lucerne Valley, 3 mi. N of town Riverside	2013-12-24	2														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Canis lupus familiaris		20										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Canidae:Canis	CCBER	Mahall, Bruce							North America;United States;California;Riverside County;;;;	Canis					California		lupus				United States								
								US				ICZN		1978		North America								7572		species									87	1					Santa Barbara	1978-03-28				en		87							Las Varas Beach		PhysicalObject			urn:catalog:CCBER:Mammals:7572			Cetacea						native				Mammals	Mammalia	Delphinidae									North America; United States; California; Santa Barbara County; Las Varas Beach	2013-12-24	3														Skull - 1								http://creativecommons.org/publicdomain/zero/1.0/	Delphinus delphis		28										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Cetacea:Delphinidae:Delphinus	CCBER	Schroeder, Donald							North America;United States;California;Santa Barbara County;;;;	Delphinus					California		delphis				United States								
								US				ICZN		1978		North America								7580		species									77	1					Ventura	1978-03-18				en		77							San Nicolas Island		PhysicalObject			urn:catalog:CCBER:Mammals:7580			Carnivora						native				Mammals	Mammalia	Canidae									North America; United States; California; Ventura County; San Nicolas Island	2013-12-24	3														skeleton								http://creativecommons.org/publicdomain/zero/1.0/	Urocyon littoralis		18										Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Carnivora:Canidae:Urocyon	CCBER	Schroeder, Donald							North America;United States;California;Ventura County;;;;	Urocyon					California		littoralis				United States								
								US				ICZN		1977		North America								7581		subspecies									199	1					Santa Barbara	1977-07-18				en		199							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7581			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 151	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	7									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		18						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1977		North America								7589		species									361	1					Santa Barbara	1977-12-27				en		361							Goleta, atascadero Bikeway		PhysicalObject			urn:catalog:CCBER:Mammals:7589			Rodentia						native				Mammals	Mammalia	Muridae								total length in mm: 146	North America; United States; California; Santa Barbara County; Goleta, atascadero Bikeway	2013-12-24	12														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Mus musculus		27						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Mus	CCBER	Gilbert, Paul							North America;United States;California;Santa Barbara County;;;;	Mus					California		musculus				United States								
								US				ICZN		1977		North America								7594		subspecies									258	1					Santa Barbara	1977-09-15				en		258							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7594			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 161	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	9														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		15						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1978		North America								7601		species									117	1					Santa Barbara	1978-04-27				en		117							Santa Barbara		PhysicalObject			urn:catalog:CCBER:Mammals:7601			Rodentia						native				Mammals	Mammalia	Muridae								total length in mm: 154	North America; United States; California; Santa Barbara County; Santa Barbara	2013-12-24	4									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Mus musculus		27						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Mus	CCBER	Gilbert, Paul							North America;United States;California;Santa Barbara County;;;;	Mus					California		musculus				United States								
								US				ICZN		1978		North America								7602		subspecies									199	1	Lab stock originally from Santa Cruz Island				Santa Barbara	1978-07-18				en		199							Santa Cruz Island		PhysicalObject			urn:catalog:CCBER:Mammals:7602			Rodentia					santacruzae	native				Mammals	Mammalia	Cricetidae								total length in mm: 149	North America; United States; California; Santa Barbara County; Santa Cruz Island	2013-12-24	7									adult					Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Peromyscus maniculatus santacruzae		18						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	CCBER	Balcer, Nelly							North America;United States;California;Santa Barbara County;;;;	Peromyscus					California		maniculatus				United States								
								US				ICZN		1978		North America								7606		species									66	1					Santa Barbara	1978-03-07				en		66							Santa Barbara		PhysicalObject			urn:catalog:CCBER:Mammals:7606			Rodentia						native				Mammals	Mammalia	Muridae								total length in mm: 383	North America; United States; California; Santa Barbara County; Santa Barbara	2013-12-24	3														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Rattus rattus		7						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Muridae:Rattus	CCBER	Rothstein, Stephen							North America;United States;California;Santa Barbara County;;;;	Rattus					California		rattus				United States								
								US				ICZN		1976		North America								7615		species									2	1					Santa Barbara	1976-01-01				en		2							Santa Barbara		PhysicalObject			urn:catalog:CCBER:Mammals:7615			Rodentia						native				Mammals	Mammalia	Sciuridae								total length in mm: 338	North America; United States; California; Santa Barbara County; Santa Barbara	2013-12-24	1														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Spermophilus beecheyi		1						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Spermophilus	CCBER	Jacobs							North America;United States;California;Santa Barbara County;;;;	Spermophilus					California		beecheyi				United States								
								US				ICZN		1976		North America								7616		species									2	1					Santa Barbara	1976-01-01				en		2							Santa Barbara		PhysicalObject			urn:catalog:CCBER:Mammals:7616			Rodentia						native				Mammals	Mammalia	Sciuridae								total length in mm: 340	North America; United States; California; Santa Barbara County; Santa Barbara	2013-12-24	1														Skull - 1; Skin - 1								http://creativecommons.org/publicdomain/zero/1.0/	Spermophilus beecheyi		1						male				Animalia	PreservedSpecimen			Chordata			present	Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Spermophilus	CCBER	Jacobs							North America;United States;California;Santa Barbara County;;;;	Spermophilus					California		beecheyi				United States								
